transaction_id,account_id,email,amount,department_code
TXN-100471,ACC-57052,user_21@example.com,875.63,MKT
TXN-100472,ACC-65302,user_18@example.com,11.03,FIN
TXN-100473,ACC-64987,user_11@example.com,554.43,MKT
TXN-100474,ACC-83563,user_15@example.com,187.54,IT
TXN-100475,ACC-40495,user_17@example.com,1239.21,IT
TXN-100476,ACC-42098,user_16@example.com,19.17,FIN
TXN-100477,ACC-26361,user_11@example.com,201.78,OPS
TXN-100478,ACC-40495,user_13@example.com,870.89,HR
TXN-100479,ACC-36062,user_23@example.com,185.11,IT
TXN-100480,ACC-22676,user_17@example.com,248.16,IT
TXN-100481,ACC-65392,user_10@example.com,297.48,OPS
TXN-100482,ACC-64987,user_11@example.com,151.53,OPS
TXN-100483,ACC-55082,user_22@example.com,246.92,MKT
TXN-100484,ACC-46421,user_14@example.com,219.46,MKT
TXN-100485,ACC-83563,user_8@example.com,578.56,HR
TXN-100486,ACC-24592,user_9@example.com,11.63,HR
TXN-100487,ACC-23434,user_8@example.com,82.46,FIN
TXN-100488,ACC-38657,user_7@example.com,751.0,MKT
TXN-100489,ACC-87397,user_3@example.com,552.42,IT
TXN-100490,ACC-54118,user_23@example.com,152.04,MKT
TXN-100491,ACC-38657,user_6@example.com,241.98,IT
TXN-100492,ACC-13278,user_10@example.com,81.22,OPS
TXN-100493,ACC-28289,user_3@example.com,52.1,MKT
TXN-100494,ACC-23396,user_23@example.com,155.76,OPS
TXN-100495,ACC-68878,user_17@example.com,108.99,HR
TXN-100496,ACC-36062,user_24@example.com,219.06,HR
TXN-100497,ACC-15695,user_22@example.com,20.23,FIN
TXN-100498,ACC-13478,user_5@example.com,916.24,MKT
TXN-100499,ACC-68878,user_6@example.com,1070.97,OPS
